after nearly 800 pictures i have found that this nikon takes incredible pictures	0
it works with a minimum of fuss	0
the actual experience of using the ipod is magnificent	0
i have had the phone for 1 week , the signal quality has been great in the detroit area \( suburbs \) and in my recent road trip between detroit and northern kentucky \( cincinnati \) i experienced perfect signal and reception along i 75 , far superior to at 38 t 's which does not work along several long stretches on that same route	0
ripping the songs , even with my 1 1 usb connection is still very quick , and the quality is very good	0
so far i have no complaints and i recommend this to anyone who wants quality over appearance , also anyone who wants a hard drive based mp3 player and wants to pay next to nothing	0
it 's also so easy to use and holds a great deal of diapers	0
great value 40gb vs 10 gb ipod for the price	0
can 't get easier than that !	1
for last one month my rebate status showing me that my rebate is approved and check is delivered but still i am waiting for check	1
bottom line if you value excellent sound quality and the ability to use music subscription services , and are willing to deal with the possibility \( not the certainty \) of setup gremlins , by all means get the zen micro	0
the best thing to do with this version , is to leave it on the store shelf it doesn 't work , and will cost you an enormous amount of your time , not to mention your hard earned dollars	1
on occasion i 'm not able to connect to the phone with isync via bluetooth but i found that rebooting the phone seems to solve this problem	1
it would not hang up on calls	1
using the software itunes is relatively simple , you just plug the usb cable in , wait your machine to detect the ipod and voila , any songs listed in your itunes library will be transfer ed on over to the ipod	0
the only not so positive comment i have is about the depth adjustment , it is not easy to micro adjust accurately	1
this is a very light phone a little less than 3 oz , with long battery life \( not as long as the new polymer technology \)	0
despite its being slightly larger than the ipod , i must say i was surprised to see how small it was when i unwrapped the box !	0
light , compact design	0
one other plus is that napster now supports this device via their software	0
price , along with the replaceable battery \( which i understand apple charges a small fortune to replace as well as the hassle of returning it \) were the two main factors on why i picked the nomad	0
you can do so much more with the pc suite , i e free ringtones from midi files , free graphics from any picture on your computer , and if you know how to program jame you can even make your own apps games	0
since i received the phone , i spent countless hours on the phone with customer service reps who promised t zones would work `` in 24 hours ``	1
if your looking for a great sounding mini player , you can 't go wrong with the zen micro	0
don 't use them , so i delete them for addle space	1
the headphones have great sound and durability and mine came with some extras when i bought it \( a stand , a belt hook , charger \) that i know doesn 't come with every one	0
overall , i feel that it 's a decent buy , and am happy that i own it	0
we take this camera with us everywhere and are constantly amazed at the quality of the pictures that we get and the number of different ways the camera allows for pictures to be taken	0
1 no direct firewire to the camera	1
3 \) it does not work automatically like a hard drive when you connect it to your computer , like some players	1
huge storage space , i loaded my entire collection of music , which isnt that much , 400 songs , and still have 26 gb , out of the 28 provided to you	0
it practically plays almost everything you give it	0
the bass is deep and the treble is clear	0
now it will not load any disk or just says that there is no disk	1
nokia was my first non flip phone , and i 'm glad i decided to go with them	0
it also has a voice recorder and fm radio that you can only get on an ipod if you but an adapter seperately	0
i have found too many bugs in norton internet security professional to recommend it to any one without extreme patience and experience	1
the software is great	0
the screen is very easy to read and the blue light is bright enough to read at night , but dim enough so it does n 't blind you when you stare too long	0
the power is incredible , it cut through md and plywood like butter	0
you 'll be changing track information a lot because the cd database information utilized by the software is mediocre at best	1
we constantly got `` windows virtual memory low `` error messages popping up foll wed by ridiculous slowdowns and or crashes	1
you can use the ob ex file transfer service with bluetooth from linux \( kde bluetooth provides a nice integration into conqueror for this \) for sending files to the phone	0
sharper pictures	0
the design of the col lets is excellent and far exceeds any of the craft man \( toy junk \) routers i have previously purchased	0
their products have been great and have saved my bacon on numerous occasions	0
it has a nice color screen	0
for the most part this is a good dvd player	0
the nomad is not ugly , it is not that big , it comfortably fits in my pocket , or heavy , and the controls are not hard to get used to	0
in fact , people who have been present while i changed my almost 3 month old son 's diaper have been amazed at how the very 'potent ' smell of the dirty diaper seems to disappear once i dispose of the diaper in the diaper champ	0
it beats apple on the storage space , it beats apple on the removable battery \( and batter life \) , and i personally like its interface more than the ipod scroll wheel	0
software is easy to use \( although red hat software is better , but costs money \)	0
all the good reviews for the sd500 are true	0
the height adjustment works well not perfect	0
another problem i had with this camera was the zoom function	1
i have a couple hundred contacts and the menu loads within a few seconds , no big deal	0
it was a symantec error	1
the toggle button that is used to scroll is poorly designed and does not work well	1
before asking for the zen xtra specifically for christmas i researched many different mp3 players but finally decided on this one , and now that i have it i could n 't be happier and i 'm convinced it 's the best one out there	0
even when i set it to low , it 's still very hard for me to adjust the player to where and what i want it to do	1
first of all , the phone houses a great deal of memory for multiple videos , sound clips , photos , texts , etc	0
look at the size of it !	0
i bought my canon g3 about a month ago and i have to say i am very satisfied	0
the volume level of the phone is not all that good	1
it is much easier to fill and unload than the diaper genie , plus , why buy refills when you can use trash bags from the dollar store \?	0
it comes equipped with lot of wallpapers and polyphonic sweet tunes	0
also , i can 't understand why the software does not ignore `` the `` when it lists the cds in alphabetical order	1
the auto color balance is often fooled by dense clouds	1
the champ works great	0
this product is amazing and better than the ipod you can get at the same price	0
if you 'll only read the whole manual , you 'll find out even more cool features and you 'll learn how to manipulate the quality you want to achieve and all those modes will make sense after reading	0
the program is called nomad and works great for me and seems to cover all the features the included windows software does	0
if you 're looking for a 3hp plunge router , the hitachi m12v is your best bet to stretch your equipment budget	0
however after playing with it for three weeks now , i 'm convinced , the zen micro is superior	0
3 \) the lack of an intermediate resolution setting , as other reviewers have suggested , is a problem , but that problem is meaningless with a larger compactflash memory card	1
this dvd play is basically junk	1
owner 's manual has substandard troubleshooting guide	0
as i wrote , this could have been a great product , but expect hidden charges \( read gross profiteering and price gouging \) as the company royally sticks you on every conceivable accessory necessary for normal daily usage	1
however , it has failed to deliver on quality	1
the player itself has all sorts of problems	1
if you are just looking for something to keep with you at all times , then this is a great camera choice	0
this is somewhat annoying , but from working with computers \( especially windows ugh \)	1
i had the second one for less than two weeks when i noticed a rattling humming buzzing sound while music was played	1
this is not a router i would suggest for a novice user , my old dlink di52 !	1
after considering my needs further and researching the marketplace , i decided on the s100	0
the depth adjustment and bit changing is much easier on the m12v than it was on my old router	0
they also sound excellent compared to other earbuds including retail sets like panasonic 's and sennheisers	0
they look fantastic	0
it 's easy to use \( just a flip of the lid , and the diaper is gone ! \)	0
it 's good	0
also , when i dial an `` 800 `` number like an airline , it will not allow me to use number keys to navigate the prerecorded menu	1
at first i had a problem with some smell , then i realized if you flip the lid back and always keep the same side facing in then there is no smell at all !	0
i found best results in most situation with manual center auto focus , manual mode , iso 100 \( shorter aperture time , so more often sharper images as with iso 50 \) , auto white balance \( auto white balance is better than of the other canon cameras i have and they already do very well \)	0
interface practically seamless	0
this is my first digital camera and i can say that i am quite impressed with the features that it has	0
the major reasons i didn 't give it a five are one , i didn 't think the fine adjustment worked well	1
it only read the dvds 10 of the time , otherwise i would get a no disc screen	1
1 your hitachi might come to you with a stiff spring mechanism	1
this is a great phone i have this phone since feb 04 and i never have any problem at all	0
excellent sound i mean the player has juice	0
first , the zen lets you sync to more than one computer	0
takes excellent photos	0
unfortunately i was wrong	1
it played only one out of three dvd 's without problems , the other two being afflicted by a number of glitches	1
just too numerous to list fm radio , which has weak reception , but at least it there , and a microphone , to name just two	1
even viewed cds full of jogs	0
the good small size durable seeming metal case easy to use visually distinctive good picture quality fast usb connection mostly intuitive operation really cool photostitch software that knits pictures together to give wide panoramas	0
way less expensive than the ipod	0
quite simply , the firmware and or the os that control this thing is not ready for prime time	1
3 months of use and it no longer recognizes anything	1
the eq is awful , and even at top volumes , the bass is flat sounding	1
still , that 's enough time that i 'm still satisfied , if a bit grouchy with creative 's over hyped promises	1
i use a nokia 6600 , it has a great color tft display and camera equipped with zoom , which complement a built in video recorder with audio and a real one player for playback and streaming of 3gpp compatible and real media video clips	0
putting the micro into your pocket could trigger just about anything \( unless the hold feature is improved it asks if you want to `` unholy `` for every button up press \) second , i 'm worried about the durability of the player	1
one downside though is that autofocus does not work well when battery is low	1
this unit was working fine for the 1st month and a half and then the color signal disappeared	1
the scroll button is sort of annoying to push a nice button would be nicer but eh , not a big deal	1
in conclusion , this player is beautiful	0
it plays everything , even vcd 's	0
looks and durability i realize many people are fond of the minimalist white interface	1
i just purchased this phone and i think this is the coolest phone i ever had	0
second might be a problem i might have with my pc but not too sure , when the player is connected on the usb and i start playing on it and also using the windows explorer , it sometimes pauses by itself and tries to synchronize with the pc during play , which is a bit irritating	1
reliability build i dropped the player once from about 4 ft , and it fell hard , but kept on playing	0
if you can get one with all the accessories and a cheap extended warranty , this is the player to get ! highly recommended	0
it comes with a good case that fits it snugly	0
i will never buy their product again at this rate , and neither should you	1
i think it 's great	0
5 \) this apex model 2600 will not work with my universal remote control	1
it has many great features and very few bad ones	0
but this by far is the best phone out there right now !	0
its easy to use and the sheer fun of being able to use an array of nikon accessories like the telephoto and wide angle lenses is the proverbial icing on the cake	0
at first i thought it is only a isolated incident , but i was proven wrong when the player would not read my `` alias `` dvds as well	1
another thing i don 't like is that some of the features take 1 2 seconds to load up	1
ripping your songs and creating playlists could n 't be any easier	0
i have excellent hearing but the volume level on this phone is especially quiet	1
the panorama setting is unbelievable !	0
they play just about everything , but 2 and 3 died very shortly after getting them	1
the zen micro is near perfect	0
it has a beautiful design , lots of features , very easy to use , very configurable and customizable , and the battery duration is amazing !	0
usb 2 0 very fast	0
video output stopped working	1
the battery is removable	0
i have it for a week now , and this camera has exceeded my expectations	0
3 the nokia 6600 has a brilliant java interface	0
in short nokia themselves don 't know that this phone doesn 't work with the palm , and if you don 't heed my advice you will spend hours with technicians around the globe reading from scripts , chiding you in broken english for not following their directions exactly	1
after getting used to the m12 all the rest seemed lacking	0
now , the player 's ear phone jack is not working i have to send it away again	1
if i had to do it over again , even with the cost savings of using any type of bag , i would go w the diaper genie	0
possibly the biggest advantage this player has \( if price was n 't enough \) is the fact that the user can replace the battery him herself by opening the lid and popping in the new battery	0
also , the carrying case that came with mine covers up the display , so even though the side controls are reachable , i have to open it up to see the display	1
the g3 has most if not all of the features that you would want from a semi pro pro slr with a good range of manual options for those who know something about photography	0
this was possible due to the variable speed settings for any sized bit	0
the only problem i have is with the handle you use to open the top compartment	1
because it can help a so so photographer take spectacular photos !	0
on the downside , i think the interface takes some getting used to and the zen software !	1
digital zoom is clear too say you used all 3x optical zoom , try to do digital zoom then just try not to shake the camera at all and you 'll still get a clear good quality picture	0
i 'm not sure whether this is related to the charge cycle of its li ion battery , the better firmware , or a combination of both factors	0
overall i like it	0
that said , i am disappointed in the plunging mechanism	1
after several years of torture in the hands of at t customer service i am delighted to drop them , and look forward to august 2004 when i will convert our other 3 family phones from at t to t mobile !	1
great camera	0
the other thing i do n 't like about this 2600 is that it makes the color look over saturated	1
overall , i 've been very impressed with the player	0
the remote is okay , but i am not a fan of remotes with tiny buttons	1
even though i never ventured into the cloth land , i was very impressed by how well this works at keeping diapers and their accompanying odor in the pail and out of our life !	0
after reading reviews of lcd problems , cracked , black blobs etc , i figured that it was probably a very limited problem	1
yes , i recommend it over the competition	0
colors 10 variety of hot colors made it difficult to choose from	0
holy cow ! it really does scratch easily !	1
very fast powerup and great speed when taking multiple pictures	0
i thought the software was decent enough it was n 't complicated to learn at all	0
progressive scan player for a relatively low price \( although the better known manufacturers like toshiba , pioneer , and panasonic are now offering lower priced progressive scan players as well \)	0
bottom line great phone for the time being	0
pros 1 speed 2 signal strength 3 advanced configuration options	0
the one other thing i observed while i had the nomad is that the front cover , which is taken off to have access to the battery , seemed to come undone very easily	1
the battery life is less than stellar , but it charges w the quickness	0
this year , it seems that i choose my timing perfectly , having discovered the awesome device that is the zen micro	0
i can use it as a modem for my computer , connect with clients and friends , the possibilities are endless	0
in my table the m12v has been a real champ	0
my only complaint would be that you need id3 tags that takes a while to do if your mp3 files do n 't have them	1
\) creative , inc the maker includes the barest of the bare minimum in the box , then through gross profiteering nickles and dimes you on every single accessory at extraordinarily inflated prices	1
this camera has a major design flaw	1
there seem to be fewer collisions and dropped packets as i read from the router logs than with my old dlink router	0
some features that the 'zen micro ' has that sold me on my purchase include a 5g hard drive actually an sd flash card drive very large and much more than actually needed , the ability to sync with microsoft outlook 's calendar , the long battery life of about 10 to 12 hours \( i can change the battery myself for about 40 to buy vs	0
the fit and finish of the product is first rate	0
works great !	0
i thought the fm radio would not see much use with so many tracks available to me , but its great for tuning in to tv programs at the gym while on the treadmill , concerts and programs being simulcast , npr , and on and on	0
the software , which comes with player is not good at all	1
one good thing , it is 40 gb of disk space \( well , it is 38 gb in reality \)	0
the only free help you get is in renewing your subscription !	0
i recommend t mobile and the nokia 6600 without reservation	0
it was no problem for me to use their software	0
in the hands of someone who does n 't , it will yield good results on idiot program auto mode	0
unfortunately , after loading 280 songs , all i get now is `` player either not connected or busy ``	1
i would recommend this camera unequivocally !	0
1 creative mediasource software is ok to rip , catalog burn music if you are starting from scratch but i used musicmatch to rip my cds before i bought the zen \( 278 cds 3 , 400 tracks 12 5 gb of music all ripped at 128bps \) and guess what \?	1
there are a lot of things i like about it	0
the player has firmware , which will remove the glitches , if there are any	0
on average , indoor shots with a flash are not quite as good as 35mm	1
this one has a good looking	0
downloads are a snap and quick	0
nokia makes a great phone , that 's clear	0
as i mentioned in my first paragraph , it supports wpa security , which is far superior to wep	0
no need to pay for the special refills that the other brands require !	0
my gut tells me the nomad will in the long run be , at best , a 40gb portable hard drive , albeit one on which i can 't create folders , or , at worst , a very expensive lesson in companies never to buy products from again \( i have their audigy sound card and find it in many ways equally frustrating \)	1
4 megapixels is enough for anybody and the photo quality is awesome	0
in all fairness , customer reps are very nice , and they \( most of them \) try hard to answer your questions	0
all i have to say is that the pics i get with my sd500 are both rich and color and high in detail , the user interface is awesome , the battery charger is tiny and super light and sd cards are relatively cheap and getting cheaper all the time	0
i love the camera	0
there are no spec ail bags to deal with or buy !	0
unit worked great for 3 weeks then video output failed	1
the in program id3 tag editing is a strong point , as well	0
i love this camera	0
the next problem was that it didn 't recognize all the installed components , so it would not update them , most notably and importantly , virus definitions	1
they last about 1 1 2 years until the problems start	1
their site offers no live help at all	1
it seems to be a little slow when identifying a new disc that 's inserted maybe 10 seconds of wait	1
this product is by far the best broadband router on the market , i bought this to replace one of those linksys instant wireless b routers , worked great for about a year	0
all in all , it 's a good router if you don 't have the cash for a speed booster one	0
i don 't believe this camera is still available but if you can find one , you might like to get it	0
most of them are already switched to apex and they are happy	0
the apex 2600 has been a steady performer for me	0
they are extremely convent and you don 't have to buy them seperately has i tunes , which provides quality music at low prices	0
another point of note the battery life is incredible !	0
it 's small , light and nice looking and the display is decent as well	0
the best part about this router is now i have a dhaka server	0
both of the problem dvd 's would repeatedly freeze during playback , while the counter on the player kept going	1
in the auto mode it functions basically as a point and click , the scene modes are very easy to use and produce good results	0
i looked into buying an inexpensive dvd player that had more than the standard set of features and this item seemed to be the best in that category	0
i 've had this player for several months and it reads most discs , but it would not recognize several discs that were clean and read on other players \( from friends season 2 \)	1
n6600 supports midi , wav , arm , mp3 etc	0
long live apple , long live macs , and long live the ipod !	0
\( it sure does look nice , though ! \) i recommend this to any music lover anywhere the quality of the audio is excellent , the controls and indicators rapidly become intuitive , and the storage capacity and battery life are huge !	0
awesome for the newbie , though i personally like to fasten every bolt myself	0
2 the battery life seems to be on the short side but adequate for most situations	1
after using it , i found the size to be perfect for carrying in a pocket	0
the good news is that the creative support is very responsive and after some emails and postal exchanges , i had a new zen	0
while the ease of use was very impressive , i was put off by the price about 130 more than what i paid amazon for this player	0
eax equalizer accentuates diminished quality of mp3 files	1
because other people that complain about this player are talking bull , this player is awesome , it just breaks fast , which is horrible	0
though nearly a dozen different people at both t mobile and nokia have told me otherwise , it is simply not possible to use this phone as a bluetooth modem for the vast majority of pdas and many other devices	1
the dvd player just would 't recognize them	1
it was easy to assemble , and the diapers fit perfectly into the little nook before they make their way into the pail portion	0
itunes can be downloaded from the enclosed cd or for free from the apple site	0
	1
you also need to go in and manually remove many symantec files from the registry	1
and it 's the largest diaper pail i 've seen without taking up more floor space	0
and the biggest plus is that you don 't have to buy any expensive refills	0
we lysol the champ every time we change the bag out and have not had any problems	0
best in class sound	0
seemed like a good deal , but this pps frequently can not recognize dvds and music cds takes a long time loading and then concludes , `` no disc ``	1
easy enough to navigate through , although i 'd prefer a sturdier button besides the thumb wheel scroll push button	0
in fact , i 'd have to rate it among the worst i 've ever encountered	1
a call to customer support \( got to a live person within a couple of minutes \) helped me tweak a couple of the settings to streamline performance	0
operation it 's like bmw 's i drive it does it 's job , but has the most unintuitive , overly layered interface	1
i finally decided to purchase this player because it was compatible with napster 2 go which is a subscription service , allowing me to download as much music as i want for a 14 95 flat fee	0
i have had the nomad jukebox for about three weeks now , and i am very happy with it	0
that 's it for now , what are you doing still reading this , click the `` add to cart `` button already !	0
i can not find a carrier for this phone i like , end up just tossing it in my purse	1
while i had the phone , the positive features were good sound quality and an excellent fm phone and earpiece	0
the menu options are uncreative , as you can 't see a full screen of menu items to pick from you have to scroll up and down to find what you 're looking for \( yes , this is minor , but not when you 're trying to keep your eye on the road ! \)	1
apple 's ipod battery replacement service costs 100 !	1
however , the main problem that i think is the with the sound quality	1
the zen plays mp3 , wma and wave formats , which makes it more versatile than the ipod	0
it doesn 't stink , ever \( like some have assumed since it doesn 't wrap each diaper into its own neat little cocoon \)	0
the guide fence for freehand routing is well made and solid	0
great phone	0
overall the nikon 4300 is a very dependable , robust , and useful little camera	0
the zen serves as a back up device as well as a player	0
you can take pictures seconds after you turn the camera on literally !	0
i love how small the thing is , and the blue glow i 've had it for two weeks with no electronic problems at all	0
i dont use the belt clip cz it fails to hold the player securely \( design problem \)	1
the compact digital camera is especially useful if you have little children around and you can always take the camera with you and take many pictures of them	0
the hands free speakerphone is quite powerful \( like the motorola phone , i used to own \)	0
this phone is good with a huge array of features built into it	0
have not had any issues with the headphones or fragility	0
although the sd500 takes great quality photos , the sensitivity of the lcd compromises the quality overall	1
i really regret signing up with t mobile , but i 'm stuck with them for the next 6 months of the contract	1
it 's light weight enough to take with you everywhere , but powerful enough to get outstanding pix	0
i 've had this thing for less than a month , treated it quite well , never dropped it , and the headphone jack is all screwed up	1
i have been very impressed with my purchase of the sd500 i bought it at the beginning of the month as the ultimate pocket camera and have shot 300 images so far with it	0
if you want to work wirelessly , this router does just what you want it to do and my geek friends say that the security is as good as it gets right now	0
however , the ipod does not come close to the number of extra features that the 'zen micro ' has to offer	0
\( on here of course \) also , a couple dvd 's would n 't play and they were new ones !	1
very annoying	1
i don 't know what 's happened to norton , but 2004 is absolute garbage	1
i also put a bend in the wrench so i can remove and install bits from the top of the table	1
plusses are the easy to remove battery and the terrific sound produced by the nomad	0
it was \( i sold it after a few months \) too expensive for the shots that i got	1
received apex dvd and the picture was great when set up with s connector	0
the phone book is very user friendly and the speakerphone is excellent	0
the memory card fit nicely since i also have a pocket pc and it automatically installed a picture software on my pda willa	0
i like my phones to be small so i can fit it in my pockets	0
the way you have to shove your fingers under it and pull is just too tight	1
will never purchase apex again	1
2 \) having unfilled id3 tags will cause music to be potentially placed in a folder called `` unknown ``	1
the fact that you can assign ringtones to people and or groups is really cool	0
in a week of use i 've never had to reboot the router	0
the menu pops up after 3 seconds the picture takes a while to load from its slow card memory	1
4mp , 4x optical zoom , takes absolutely beautiful photos with detail that challenges all of the above 5mp cameras , easy to understand and use \( has a great swivel lcd screen \) , a lot of features and add on options , comes with great software \( not to be overlooked \) , and last but by far not least , received my fiance 's stamp of approval \( two thumbs up ! \)	0
as one other reviewer pointed out , it does occasionally take a little effort to push down the `` plunger `` to get the diapers in the pail , even though upon inspection the bag doesn 't really look full	1
iriver has a better fm receiver built in , but the drawback to iriver products is they are flimsy and poorly constructed	1
after installation , which was very simple i downloaded any updated software from the creative website , before i downloaded any music	0
all reviews i 've seen seem to indicate that the creative mp3 jukeboxes have the best sound quality of these 2nd generation jukebox ed \( ipod , archos , dell , samsung \)	0
i try navigating to a chapter past 34 via the menu and it would n 't do it !	1
this is a great deal , and i 'm elated with my decision to go with hitachi 's green machine	0
the possibilities with auto , manual , and the very helpful `` scene `` mode , which offers 11 optimized situational settings like portrait , landscape , beach snow , sunset etc , are endless	0
i have used norton for the past 5 years and for the last 2 years , the software has gotten more and more disgraceful	1
we resorted to using small plastic bags to store the dirty diapers and dumping them in a trash can and using the diaper champ for wet diapers only	1
then sorting the files is easy as pie	0
i think sound quality should be the first and foremost feature , and the zen is leaps and bounds better in sound quality , with no need to upgrade the earphones	0
great camera , i have been using this for several months and got excellent results , simple friendly usage , in many scenes indoor , outdoor , snow , close up macro etc	0
although canon 's batteries are proprietary , they last a really long time , recharge fairly quickly in the camera , plus if you want ' more power ' , you can even find a knockoff charger and spare batteries right here on amazon	0
can recommend the hitachi in this ergonomic arena at the price quoted on amazon it is a bargain	0
because of it 's hidden features \( no macro vision , non regional \) i keep this baby around to watch non american region dvd 's	0
other than that it is all the same except the new updates	1
my first router is a safety hazard if you do not pay attention and are not very careful	1
it barely holds anything and mine just puts a bunch of thread fuzzes all over the player , because the bag is cheap and seems to be coming apart	1
it was n 't as easy to fast forward or pause a song than it was with a regular walkman	1
i think that for its price compared to the ipod the creative zen is pretty good	0
mine is as easy to use as the mini without any firmware download	0
i quickly got to use to the interface and can find any song playlist etc fast enough	0
the controls are easy to understand and big enough that they are easy to see and use	0
took hundreds of pictures and they were great	0
at the end of the day , what i wanted was a large capacity player which allows me to easily play any album from my collection wherever i go , and the zen xtra 's combination of price , capacity and features easily meets those criteria	0
my only gripe about the hardware is the buttons	1
this is a perfect blend to accomplish both tasks	0
\( batteries last longer too ! \)	0
the face plate , which pops out for the battery , pops open by itself every 10 minutes or so	1
i installed , activated and registered nis 2004 without issue	0
the eax features are pretty cool , as well , as creative has included a number of eq adjustments that , for example , compensate for the extraneous noise encountered in a car or on a train	0
mine was 2 weeks old and i chucked it in the trash , where it belongs	1
the scroll wheel is finicky it works most of the time but there is a learning curve for pressing it just right new users say they have 50 75 success rate some find it so frustrating that they just return the device	1
i have had mine for a month now and have to say i have enjoyed it	0
my daughter is only 4 months old and we do notice an odor	1
you need the software to actually transfer files	1
i 'm amazed at the photo quality prints are indistinguishable from 35mm prints	0
the battery stays charged for a long time , and takes no more than 2 or 3 hours at most to fully recharge via the included ac adapter	0
the rate plans are also very good , at least for me	0
the sound is quite good , in terms of volume	0
i highly recommend a nokia 6610	0
i love the features on the ipod and the many things you can do with it	0
on the fly play list creation , address book , removable storage drive capabilities , sound recorder , the list goes on people , this thing is literally so chalked full of goodies , it was like halloween all over again	0
the new hardware version does not run linux at all and most likely will not since the memory has been cut in half	1
the cons , at times the diaper wipes get stuck in the disposal area making it hard to turn the handle back and forth	1
the quality is superb	0
i have no problem using the player itself and i feel it is a very good player	0
to keep it short , this is cheaper , and in my opinion a better choice than an ipod	0
but since it 's so small , it isn 't a big deal to bring it with me	0
my friend has an ipod , and although the sound quality probably won 't meet most audiophile standards , the product itself is better than anything creative has made	1
this is my fourth linksys product and , aside from the rough start , i 'm very satisfied with this router	0
it really is an awesome camera that is hard to beat for general to moderate snapping	0
i have come across many other beginner cameras that i prefer over this camera , but the thing you have to keep in mind about this camera is the size	0
there is no comparison , the champ is easy and smell free , the genie was difficult to use one handed \( which is absolutly vital if you have a little one on a changing pad \) and there was a def finite odor emanating from the genie plus we found that the quick tie garbage bags where the ties are integrated into the bag work really well because there isn 't any added bulk around the sealing edge of the champ	0
when i took outdoor photos with plenty of light and the objects were n 't moving , the photos were awesome	0
lots of flaws , but exceptional sound quality , hd size , and price make it a good buy	0
the only thing i do n 't like about this is the cover does suck	1
also navigating while playing music is a plus unlike my previous player	0
as it turns out , this is an awesome camera !	0
with the champ all you had to do was drop the dirty diaper into the opening and flip the lid	0
great phone , easy to use , excellent network , no regrets ! ! !	0
when you put this phone in your pocket you forget it is there it is unbelievably small and oh , so light	0
great picture quality in automatic mode , quality is great	0
this one is really great	0
it is light enough to carry around all day without bother	0
the sliding latch is does not stay in place	1
it works easily with one hand , which is important	0
transfering mp3s are a cinch with the included software	0
c \) the scroll bar is a travesty enough said	1
they 're pretty comfortable , stay in place and deliver a decent audio quality	0
the phone is very light weight	0
the only thing i 'm concerned about is the quality longevity of the buttons on the thing	1
buying software that can not be installed normally and being put into the position of having a non working computer	1
the flash is surprisingly good and even the video quality is excellent	0
i got the diaper champ because of the great reviews as well as the fact that you can use regular garbage bags	0
e \) the case is too small it took me like a half hour just to get this monstrosity to fit in its cage	1
most of the other players i checked dont have user serviceable battery	0
its ability to serve as a back up for my music collection is a huge plus	0
you can turn this phone into a gaming machine , a camcorder or a digital camera , an mp3 player , a movie viewer , a voice recorder , a personal secretary , a gaps map browser , a book , a multifunction remote controller , practically everything that you can do with the computer , plus it is a phone \( ! ! \) and also you can carry it in your pocket \)	0
door broke after a month	1
